nombre,numero de opiniones,puntuacion sobre 5,ranking,precio,tipos de cocina,dietas especiales,ubicaciones,puntuaciones desglosadas,precio promedio,categoria precio,tipos cocina española,tipos cocina italiana,tipos cocina francesa,tipos cocina europea,tipos cocina asiatica,tipos cocina americana,tipos cocina latinoamerica,tipos cocina africana,tipos cocina arabe,Halal,Kosher,Opciones sin gluten,Opciones veganas,Opciones vegetarianas,Pésimo,Malo,Normal,Muy bueno,Excelente,lat,long,municipio,provincia,codigo postal,direccion completa corregida,datos completos
Restaurante Casa Juan,107.0,4.5,,"[10, 30]",['Española'],['Opciones vegetarianas'],"Lugar Travesas 3, 15619 Monfero España","['4', '2', '2', '28', '71']",20.0,bajo,True,False,False,False,False,False,False,False,False,False,False,False,False,True,4.0,2.0,2.0,28.0,71.0,43.3344456,-8.0558675,Galicia,Spain,15619,"15619 Monfero, A Coruña, Spain","{'results': [{'address_components': [{'long_name': 'Monfero', 'short_name': 'Monfero', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15619', 'short_name': '15619', 'types': ['postal_code']}], 'formatted_address': '15619 Monfero, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.3362387, 'lng': -8.0500983}, 'southwest': {'lat': 43.33265919999999, 'lng': -8.0576612}}, 'location': {'lat': 43.3344456, 'lng': -8.0558675}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 43.3362387, 'lng': -8.0500983}, 'southwest': {'lat': 43.33265919999999, 'lng': -8.0576612}}}, 'partial_match': True, 'place_id': 'ChIJUZFJfxgSLg0RGWbCkXtfeHk', 'types': ['locality', 'political']}, {'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Lugar Travesas', 'short_name': 'Lugar Travesas', 'types': ['route']}, {'long_name': 'Carral', 'short_name': 'Carral', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15183', 'short_name': '15183', 'types': ['postal_code']}], 'formatted_address': 'Lugar Travesas, 3, 15183 Carral, A Coruña, Spain', 'geometry': {'location': {'lat': 43.1722093, 'lng': -8.3475178}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.1735662302915, 'lng': -8.346181069708496}, 'southwest': {'lat': 43.1708682697085, 'lng': -8.348879030291501}}}, 'partial_match': True, 'place_id': 'ChIJA9iqfnldLg0ROIRlq_jsANc', 'plus_code': {'compound_code': '5MC2+VX Carral, Spain', 'global_code': '8CMH5MC2+VX'}, 'types': ['street_address']}], 'status': 'OK'}"
Viñoteca Ventosela,105.0,4.5,,,"['Española', 'Vinoteca']",,"Calle Raiña 28, 15705, Santiago de Compostela España","['4', '3', '4', '26', '68']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,3.0,4.0,26.0,68.0,42.8788219,-8.5449149,Santiago de Compostela,A Coruña,15702,"Rúa da Raíña, 28, 15702 Santiago de Compostela, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '28', 'short_name': '28', 'types': ['street_number']}, {'long_name': 'Rúa da Raíña', 'short_name': 'Rúa da Raíña', 'types': ['route']}, {'long_name': 'Santiago de Compostela', 'short_name': 'Santiago de Compostela', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15702', 'short_name': '15702', 'types': ['postal_code']}], 'formatted_address': 'Rúa da Raíña, 28, 15702 Santiago de Compostela, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 42.8788561, 'lng': -8.5448737}, 'southwest': {'lat': 42.8787576, 'lng': -8.5449672}}, 'location': {'lat': 42.8788219, 'lng': -8.5449149}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 42.8802568802915, 'lng': -8.544115069708498}, 'southwest': {'lat': 42.87755891970851, 'lng': -8.546813030291501}}}, 'place_id': 'ChIJ0_IvSkH-Lg0RHD1urSYl_6g', 'types': ['premise']}], 'status': 'OK'}"
Don Manuel,127.0,4.5,,,"['Restaurante de carne', 'Española']",,"Calle De Vista Alegre 149, 15705, Santiago de Compostela España","['4', '5', '14', '35', '69']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,5.0,14.0,35.0,69.0,42.8923542,-8.5477626,Santiago de Compostela,A Coruña,15705,"Rúa de Vista Alegre, 149, 15705 Santiago de Compostela, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '149', 'short_name': '149', 'types': ['street_number']}, {'long_name': 'Rúa de Vista Alegre', 'short_name': 'Rúa de Vista Alegre', 'types': ['route']}, {'long_name': 'Santiago de Compostela', 'short_name': 'Santiago de Compostela', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15705', 'short_name': '15705', 'types': ['postal_code']}], 'formatted_address': 'Rúa de Vista Alegre, 149, 15705 Santiago de Compostela, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 42.8923928, 'lng': -8.5476691}, 'southwest': {'lat': 42.8923072, 'lng': -8.5478163}}, 'location': {'lat': 42.8923542, 'lng': -8.5477626}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 42.8936989802915, 'lng': -8.546351019708496}, 'southwest': {'lat': 42.8910010197085, 'lng': -8.5490489802915}}}, 'place_id': 'ChIJ73Nar1_-Lg0RyTWTVsuW8x4', 'types': ['premise']}], 'status': 'OK'}"
Cafélamorena,115.0,4.5,,,"['Mediterránea', 'Europea', 'Española', 'Fusión', 'Saludable']",,"Calle San Clemente, 6, Bajo Derecha, 15705, Santiago de Compostela España","['9', '6', '0', '5', '95']",,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,9.0,6.0,0.0,5.0,95.0,42.8793273,-8.546995899999999,Santiago de Compostela,La Coruña,15705,"Rúa de San Clemente, 6, 15705 Santiago de Compostela, La Coruña, Spain","{'results': [{'address_components': [{'long_name': '6', 'short_name': '6', 'types': ['street_number']}, {'long_name': 'Rúa de San Clemente', 'short_name': 'Rúa de San Clemente', 'types': ['route']}, {'long_name': 'Santiago de Compostela', 'short_name': 'Santiago de Compostela', 'types': ['locality', 'political']}, {'long_name': 'La Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15705', 'short_name': '15705', 'types': ['postal_code']}], 'formatted_address': 'Rúa de San Clemente, 6, 15705 Santiago de Compostela, La Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 42.8794413, 'lng': -8.546811600000002}, 'southwest': {'lat': 42.8791295, 'lng': -8.5472278}}, 'location': {'lat': 42.8793273, 'lng': -8.546995899999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 42.88060593029149, 'lng': -8.545668969708498}, 'southwest': {'lat': 42.8779079697085, 'lng': -8.548366930291502}}}, 'partial_match': True, 'place_id': 'ChIJFVIrekH-Lg0RmAL4p5RHr7E', 'types': ['premise']}], 'status': 'OK'}"
Bar O Coton,91.0,4.5,,"[2, 8]","['Española', 'Pub restaurante', 'Bar']","['Opciones vegetarianas', 'Opciones veganas', 'Opciones sin gluten']","Rúa da Cachurra, 9 Bajo, 15830, Negreira España","['3', '3', '9', '18', '58']",5.0,bajo,True,False,False,False,False,False,False,False,False,False,False,True,True,True,3.0,3.0,9.0,18.0,58.0,42.9096615,-8.7368889,Negreira,A Coruña,15830,"Rúa da Cachurra, 9, 15830 Negreira, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '9', 'short_name': '9', 'types': ['street_number']}, {'long_name': 'Rúa da Cachurra', 'short_name': 'Rúa da Cachurra', 'types': ['route']}, {'long_name': 'Negreira', 'short_name': 'Negreira', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15830', 'short_name': '15830', 'types': ['postal_code']}], 'formatted_address': 'Rúa da Cachurra, 9, 15830 Negreira, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 42.9098177, 'lng': -8.7366754}, 'southwest': {'lat': 42.9095428, 'lng': -8.7370386}}, 'location': {'lat': 42.9096615, 'lng': -8.7368889}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 42.9110344302915, 'lng': -8.735508019708497}, 'southwest': {'lat': 42.9083364697085, 'lng': -8.738205980291502}}}, 'place_id': 'ChIJeQ2cCPDjLg0RVSvH8-eTwVk', 'types': ['premise']}], 'status': 'OK'}"
Arroutada en Compostela,43.0,5.0,,"[2, 15]","['Americana', 'Mediterránea', 'Española']","['Opciones vegetarianas', 'Opciones veganas']","Calle de Frei Rosendo Salvado 28 Bajo, 15701, Santiago de Compostela España","['1', '0', '1', '1', '40']",8.0,bajo,True,False,False,False,False,True,False,False,False,False,False,False,True,True,1.0,0.0,1.0,1.0,40.0,42.8724298,-8.5515727,Santiago de Compostela,A Coruña,15701,"R. de Frei Rosendo Salvado, 28, 15701 Santiago de Compostela, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '28', 'short_name': '28', 'types': ['street_number']}, {'long_name': 'Rúa de Frei Rosendo Salvado', 'short_name': 'R. de Frei Rosendo Salvado', 'types': ['route']}, {'long_name': 'Santiago de Compostela', 'short_name': 'Santiago de Compostela', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15701', 'short_name': '15701', 'types': ['postal_code']}], 'formatted_address': 'R. de Frei Rosendo Salvado, 28, 15701 Santiago de Compostela, A Coruña, Spain', 'geometry': {'location': {'lat': 42.8724298, 'lng': -8.5515727}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 42.8737482802915, 'lng': -8.550176369708497}, 'southwest': {'lat': 42.8710503197085, 'lng': -8.552874330291502}}}, 'place_id': 'ChIJ_4leCxX-Lg0RymeqY4HN4I8', 'plus_code': {'compound_code': 'VCCX+X9 Santiago de Compostela, Spain', 'global_code': '8CJHVCCX+X9'}, 'types': ['street_address']}], 'status': 'OK'}"
A Ostrería,87.0,4.5,,"[10, 20]","['Marisco', 'Española', 'Mediterránea', 'Fusión']",['Opciones sin gluten'],"Rua das Ameas 6 Mercado de Abastos, nave5, 15704, Santiago de Compostela España","['6', '1', '1', '11', '68']",15.0,bajo,True,False,False,False,False,False,False,False,False,False,False,True,False,False,6.0,1.0,1.0,11.0,68.0,42.8801598,-8.541379599999999,Rúa das Ameas,Santiago de Compostela,15704,"Mercado de Abastos, Rúa das Ameas, 6, 15704 Santiago de Compostela, A Coruña, Spain","{'results': [{'address_components': [{'long_name': 'Mercado de Abastos', 'short_name': 'Mercado de Abastos', 'types': ['establishment', 'point_of_interest']}, {'long_name': '6', 'short_name': '6', 'types': ['street_number']}, {'long_name': 'Rúa das Ameas', 'short_name': 'Rúa das Ameas', 'types': ['route']}, {'long_name': 'Santiago de Compostela', 'short_name': 'Santiago de Compostela', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15704', 'short_name': '15704', 'types': ['postal_code']}], 'formatted_address': 'Mercado de Abastos, Rúa das Ameas, 6, 15704 Santiago de Compostela, A Coruña, Spain', 'geometry': {'location': {'lat': 42.8801598, 'lng': -8.541379599999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 42.88119138029149, 'lng': -8.539909719708499}, 'southwest': {'lat': 42.8784934197085, 'lng': -8.542607680291503}}}, 'partial_match': True, 'place_id': 'ChIJxQf71UX-Lg0Re42eI8-Ij5w', 'plus_code': {'compound_code': 'VFJ5+3C Santiago de Compostela, Spain', 'global_code': '8CJHVFJ5+3C'}, 'types': ['establishment', 'food', 'point_of_interest', 'restaurant']}], 'status': 'OK'}"
a casa do peixe,325.0,4.0,,,"['Marisco', 'Mediterránea', 'Española']",,"Avenida Lopez Abente nº 34, 15125, Muxía España","['24', '27', '35', '83', '156']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,24.0,27.0,35.0,83.0,156.0,43.1022206,-9.2140859,Muxía,La Coruña,15125,"Av. López Abente, 34, 15125 Muxía, La Coruña, Spain","{'results': [{'address_components': [{'long_name': '34', 'short_name': '34', 'types': ['street_number']}, {'long_name': 'Avenida López Abente', 'short_name': 'Av. López Abente', 'types': ['route']}, {'long_name': 'Muxía', 'short_name': 'Muxía', 'types': ['locality', 'political']}, {'long_name': 'La Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15125', 'short_name': '15125', 'types': ['postal_code']}], 'formatted_address': 'Av. López Abente, 34, 15125 Muxía, La Coruña, Spain', 'geometry': {'location': {'lat': 43.1022206, 'lng': -9.214085899999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.10359003029149, 'lng': -9.212662469708498}, 'southwest': {'lat': 43.1008920697085, 'lng': -9.2153604302915}}}, 'place_id': 'ChIJTW5ucGg1KQ0RaQdvUUUxLZc', 'plus_code': {'compound_code': '4Q2P+V9 Muxía, Spain', 'global_code': '8CMG4Q2P+V9'}, 'types': ['street_address']}], 'status': 'OK'}"
Restaurante Casa Carmela,151.0,4.5,,,"['Española', 'Marisco']",,"Calle Aldea de Merexo, 41, 15125 Merexo España","['6', '4', '8', '39', '94']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,4.0,8.0,39.0,94.0,43.0988573,-9.1775111,Merexo,Merexo,15125,"Lugar, Merexo, 41, 15125 Merexo, A Coruña, Spain","{'results': [{'address_components': [{'long_name': 'Lugar', 'short_name': 'Lugar', 'types': ['establishment', 'point_of_interest']}, {'long_name': '41', 'short_name': '41', 'types': ['street_number']}, {'long_name': 'Merexo', 'short_name': 'Merexo', 'types': ['route']}, {'long_name': 'Merexo', 'short_name': 'Merexo', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15125', 'short_name': '15125', 'types': ['postal_code']}], 'formatted_address': 'Lugar, Merexo, 41, 15125 Merexo, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.098953, 'lng': -9.1774018}, 'southwest': {'lat': 43.0987848, 'lng': -9.1775897}}, 'location': {'lat': 43.0988573, 'lng': -9.1775111}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.1002178802915, 'lng': -9.176149669708497}, 'southwest': {'lat': 43.0975199197085, 'lng': -9.178847630291502}}}, 'partial_match': True, 'place_id': 'ChIJwR7FybnKLg0RsSs5C2NcmVY', 'types': ['premise']}], 'status': 'OK'}"
Cafe Restaurante Miras,139.0,4.5,,"[8, 28]","['Española', 'Saludable', 'Mediterránea', 'Europea']","['Opciones vegetarianas', 'Opciones veganas', 'Opciones sin gluten']","Avenida de Compostela, Nº 16, 15888 Sigüeiro España","['6', '8', '5', '40', '80']",18.0,bajo,True,False,False,True,False,False,False,False,False,False,False,True,True,True,6.0,8.0,5.0,40.0,80.0,42.9669761,-8.4439441,Sigüeiro,La Coruña,15888,"Av. de Compostela, 16, 15888 Sigüeiro, La Coruña, Spain","{'results': [{'address_components': [{'long_name': '16', 'short_name': '16', 'types': ['street_number']}, {'long_name': 'Avenida de Compostela', 'short_name': 'Av. de Compostela', 'types': ['route']}, {'long_name': 'Sigüeiro', 'short_name': 'Sigüeiro', 'types': ['locality', 'political']}, {'long_name': 'La Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15888', 'short_name': '15888', 'types': ['postal_code']}], 'formatted_address': 'Av. de Compostela, 16, 15888 Sigüeiro, La Coruña, Spain', 'geometry': {'location': {'lat': 42.9669761, 'lng': -8.4439441}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 42.9683283302915, 'lng': -8.442633469708499}, 'southwest': {'lat': 42.9656303697085, 'lng': -8.445331430291503}}}, 'place_id': 'ChIJsbJQCFlWLg0RMIaLe9ngSx4', 'plus_code': {'compound_code': 'XH84+QC Sigüeiro, Spain', 'global_code': '8CJHXH84+QC'}, 'types': ['street_address']}], 'status': 'OK'}"
Don Alex - Multibart,101.0,4.5,,,['Contemporánea'],,"Avenida Galicia 12, 15185 Cerceda España","['3', '1', '3', '19', '75']",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,1.0,3.0,19.0,75.0,43.1893333,-8.4728558,Cerceda,La Coruña,15185,"Av. Galicia, 12, 15185 Cerceda, La Coruña, Spain","{'results': [{'address_components': [{'long_name': '12', 'short_name': '12', 'types': ['street_number']}, {'long_name': 'Avenida Galicia', 'short_name': 'Av. Galicia', 'types': ['route']}, {'long_name': 'Cerceda', 'short_name': 'Cerceda', 'types': ['locality', 'political']}, {'long_name': 'La Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15185', 'short_name': '15185', 'types': ['postal_code']}], 'formatted_address': 'Av. Galicia, 12, 15185 Cerceda, La Coruña, Spain', 'geometry': {'location': {'lat': 43.1893333, 'lng': -8.4728558}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.1906391802915, 'lng': -8.471464869708496}, 'southwest': {'lat': 43.1879412197085, 'lng': -8.474162830291501}}}, 'place_id': 'ChIJeRGTVj1gLg0RRFJfhsq4k64', 'plus_code': {'compound_code': '5GQG+PV Cerceda, Spain', 'global_code': '8CMH5GQG+PV'}, 'types': ['street_address']}], 'status': 'OK'}"
Restaurante Sabugueira,79.0,4.5,,,['Española'],,"Calle Noval, 10, 15820, Santiago de Compostela España","['2', '1', '7', '25', '44']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2.0,1.0,7.0,25.0,44.0,42.9007702,-8.4369102,Santiago de Compostela,La Coruña,15820,"Noval, 10, 15820 Santiago de Compostela, La Coruña, Spain","{'results': [{'address_components': [{'long_name': '10', 'short_name': '10', 'types': ['street_number']}, {'long_name': 'Noval', 'short_name': 'Noval', 'types': ['route']}, {'long_name': 'Santiago de Compostela', 'short_name': 'Santiago de Compostela', 'types': ['locality', 'political']}, {'long_name': 'La Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15820', 'short_name': '15820', 'types': ['postal_code']}], 'formatted_address': 'Noval, 10, 15820 Santiago de Compostela, La Coruña, Spain', 'geometry': {'location': {'lat': 42.9007702, 'lng': -8.4369102}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': 42.90211918029149, 'lng': -8.435561219708498}, 'southwest': {'lat': 42.8994212197085, 'lng': -8.438259180291503}}}, 'place_id': 'EjpOb3ZhbCwgMTAsIDE1ODIwIFNhbnRpYWdvIGRlIENvbXBvc3RlbGEsIExhIENvcnXDsWEsIFNwYWluIjASLgoUChIJqx-oGv9ULg0RPxVr9JfXZu8QCioUChIJjV0w7PhULg0RQ5vqDN7nrZU', 'types': ['street_address']}], 'status': 'OK'}"
