nombre,numero de opiniones,puntuacion sobre 5,ranking,precio,tipos de cocina,dietas especiales,ubicaciones,puntuaciones desglosadas,precio promedio,categoria precio,tipos cocina española,tipos cocina italiana,tipos cocina francesa,tipos cocina europea,tipos cocina asiatica,tipos cocina americana,tipos cocina latinoamerica,tipos cocina africana,tipos cocina arabe,Halal,Kosher,Opciones sin gluten,Opciones veganas,Opciones vegetarianas,Pésimo,Malo,Normal,Muy bueno,Excelente,lat,long,municipio,provincia,codigo postal,direccion completa corregida,datos completos
Casa López,123.0,4.0,,"[10, 20]","['Contemporánea', 'Fusión']","['Opciones vegetarianas', 'Opciones veganas', 'Opciones sin gluten']","Calle Maria 5, 15402 Ferrol España","['1', '4', '16', '49', '53']",15.0,bajo,False,False,False,False,False,False,False,False,False,False,False,True,True,True,1.0,4.0,16.0,49.0,53.0,43.4861244,-8.2299512,Ferrol,La Coruña,15402,"C. de María, 5, 15402 Ferrol, La Coruña, Spain","{'results': [{'address_components': [{'long_name': '5', 'short_name': '5', 'types': ['street_number']}, {'long_name': 'Calle de María', 'short_name': 'C. de María', 'types': ['route']}, {'long_name': 'Ferrol', 'short_name': 'Ferrol', 'types': ['locality', 'political']}, {'long_name': 'La Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15402', 'short_name': '15402', 'types': ['postal_code']}], 'formatted_address': 'C. de María, 5, 15402 Ferrol, La Coruña, Spain', 'geometry': {'location': {'lat': 43.4861244, 'lng': -8.2299512}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.4873841302915, 'lng': -8.228954069708497}, 'southwest': {'lat': 43.4846861697085, 'lng': -8.231652030291501}}}, 'place_id': 'ChIJt7wOcwV2Lg0RTKL95MF2IZg', 'plus_code': {'compound_code': 'FQPC+C2 Ferrol, Spain', 'global_code': '8CMHFQPC+C2'}, 'types': ['street_address']}], 'status': 'OK'}"
Restaurante Material,73.0,4.5,,"[28, 47]","['Española', 'Saludable', 'Restaurante de carne', 'Asador']","['Comidas', 'Cenas']","Eduardo Vila Fano 3 Bajo, 15113 Malpica de Bergantiños España","['4', '2', '2', '5', '60']",37.0,medio,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,2.0,2.0,5.0,60.0,43.3235093,-8.8102011,Malpica,A Coruña,15113,"Rúa Eduardo Vila Fano, 3, 15113 Malpica, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '3', 'short_name': '3', 'types': ['street_number']}, {'long_name': 'Rúa Eduardo Vila Fano', 'short_name': 'Rúa Eduardo Vila Fano', 'types': ['route']}, {'long_name': 'Malpica', 'short_name': 'Malpica', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15113', 'short_name': '15113', 'types': ['postal_code']}], 'formatted_address': 'Rúa Eduardo Vila Fano, 3, 15113 Malpica, A Coruña, Spain', 'geometry': {'location': {'lat': 43.3235093, 'lng': -8.8102011}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.3248490802915, 'lng': -8.808838419708497}, 'southwest': {'lat': 43.3221511197085, 'lng': -8.811536380291502}}}, 'place_id': 'ChIJB1WSvUOYLg0RkHtn5q_Sly8', 'plus_code': {'compound_code': '85FQ+CW Malpica, Spain', 'global_code': '8CMH85FQ+CW'}, 'types': ['street_address']}], 'status': 'OK'}"
Bar Coruña,117.0,4.0,,,"['Bar', 'Española']",,"Raíña 17, 15704, Santiago de Compostela España","['4', '6', '9', '44', '54']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,4.0,6.0,9.0,44.0,54.0,42.8791057,-8.5446574,Santiago de Compostela,A Coruña,15702,"Rúa da Raíña, 17, 15702 Santiago de Compostela, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '17', 'short_name': '17', 'types': ['street_number']}, {'long_name': 'Rúa da Raíña', 'short_name': 'Rúa da Raíña', 'types': ['route']}, {'long_name': 'Santiago de Compostela', 'short_name': 'Santiago de Compostela', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15702', 'short_name': '15702', 'types': ['postal_code']}], 'formatted_address': 'Rúa da Raíña, 17, 15702 Santiago de Compostela, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 42.8791708, 'lng': -8.5446074}, 'southwest': {'lat': 42.8790752, 'lng': -8.544734799999999}}, 'location': {'lat': 42.8791057, 'lng': -8.5446574}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 42.8804634802915, 'lng': -8.543987869708497}, 'southwest': {'lat': 42.8777655197085, 'lng': -8.546685830291501}}}, 'place_id': 'ChIJO_vLTEH-Lg0RKd1P0VMeX8E', 'types': ['premise']}], 'status': 'OK'}"
Restaurante Entre-Rúas,160.0,4.0,,,['Mediterránea'],,"Ruela De Entrerruas, 2 Ruela De Entrerruas, 2, 15705, 15705, Santiago de Compostela España","['8', '7', '22', '55', '68']",,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,8.0,7.0,22.0,55.0,68.0,42.8778988,-8.5445685,Santiago de Compostela,La Coruña,15705,"Cjón. de Entrerruas, 2, 15705 Santiago de Compostela, La Coruña, Spain","{'results': [{'address_components': [{'long_name': '2', 'short_name': '2', 'types': ['street_number']}, {'long_name': 'Callejón de Entrerruas', 'short_name': 'Cjón. de Entrerruas', 'types': ['route']}, {'long_name': 'Santiago de Compostela', 'short_name': 'Santiago de Compostela', 'types': ['locality', 'political']}, {'long_name': 'La Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15705', 'short_name': '15705', 'types': ['postal_code']}], 'formatted_address': 'Cjón. de Entrerruas, 2, 15705 Santiago de Compostela, La Coruña, Spain', 'geometry': {'location': {'lat': 42.8778988, 'lng': -8.5445685}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 42.8787267302915, 'lng': -8.543062019708499}, 'southwest': {'lat': 42.8760287697085, 'lng': -8.545759980291503}}}, 'partial_match': True, 'place_id': 'ChIJxSRP00b-Lg0RiLJyLGLE5eA', 'plus_code': {'compound_code': 'VFH4+55 Santiago de Compostela, Spain', 'global_code': '8CJHVFH4+55'}, 'types': ['street_address']}], 'status': 'OK'}"
Pico de Galo,50.0,4.5,,"[6, 16]","['Mexicana', 'Bar', 'Café', 'Comida rápida', 'Sudamericana', 'Centroamericana']",['Opciones vegetarianas'],"San Roque 37, 15704, Santiago de Compostela España","['0', '3', '2', '7', '38']",11.0,bajo,False,False,False,False,False,True,True,False,False,False,False,False,False,True,0.0,3.0,2.0,7.0,38.0,42.8844019,-8.5416489,Santiago de Compostela,A Coruña,15704,"Rúa de San Roque, 37, 15704 Santiago de Compostela, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '37', 'short_name': '37', 'types': ['street_number']}, {'long_name': 'Rúa de San Roque', 'short_name': 'Rúa de San Roque', 'types': ['route']}, {'long_name': 'Santiago de Compostela', 'short_name': 'Santiago de Compostela', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15704', 'short_name': '15704', 'types': ['postal_code']}], 'formatted_address': 'Rúa de San Roque, 37, 15704 Santiago de Compostela, A Coruña, Spain', 'geometry': {'location': {'lat': 42.8844019, 'lng': -8.5416489}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 42.8857355302915, 'lng': -8.540241569708497}, 'southwest': {'lat': 42.8830375697085, 'lng': -8.542939530291502}}}, 'place_id': 'ChIJDbuYKEX-Lg0R0Z-_-KeI45Y', 'plus_code': {'compound_code': 'VFM5+Q8 Santiago de Compostela, Spain', 'global_code': '8CJHVFM5+Q8'}, 'types': ['street_address']}], 'status': 'OK'}"
The World Family,28.0,5.0,,"[5, 15]","['Española', 'Saludable', 'Bar', 'Internacional', 'Mediterránea', 'Pub', 'Bares para comer']","['Opciones vegetarianas', 'Opciones veganas']","Calle la Coruña, 63, 15155 Fisterra España","['0', '0', '0', '4', '24']",10.0,bajo,True,False,False,False,False,False,False,False,False,False,False,False,True,True,0.0,0.0,0.0,4.0,24.0,42.91126209999999,-9.2638135,Finisterre,La Coruña,15155,"C. la Coruña, 63, 15155 Finisterre, La Coruña, Spain","{'results': [{'address_components': [{'long_name': '63', 'short_name': '63', 'types': ['street_number']}, {'long_name': 'Calle la Coruña', 'short_name': 'C. la Coruña', 'types': ['route']}, {'long_name': 'Finisterre', 'short_name': 'Finisterre', 'types': ['locality', 'political']}, {'long_name': 'La Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15155', 'short_name': '15155', 'types': ['postal_code']}], 'formatted_address': 'C. la Coruña, 63, 15155 Finisterre, La Coruña, Spain', 'geometry': {'location': {'lat': 42.91126209999999, 'lng': -9.2638135}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 42.9126177802915, 'lng': -9.262397569708499}, 'southwest': {'lat': 42.9099198197085, 'lng': -9.265095530291502}}}, 'place_id': 'ChIJ4ajMxTMsKQ0Rau0ogCI4LUA', 'plus_code': {'compound_code': 'WP6P+GF Fisterra, Spain', 'global_code': '8CJGWP6P+GF'}, 'types': ['street_address']}], 'status': 'OK'}"
Restaurante Enxebre - Parador de Santiago,266.0,4.0,,,"['Europea', 'Española']",,"Praza Obradoiro 1, 15705, Santiago de Compostela España","['6', '19', '44', '113', '84']",,,True,False,False,True,False,False,False,False,False,False,False,False,False,False,6.0,19.0,44.0,113.0,84.0,42.8814107,-8.545923199999999,Santiago de Compostela,A Coruña,15705,"Praza do Obradoiro, 1, 15705 Santiago de Compostela, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Praza do Obradoiro', 'short_name': 'Praza do Obradoiro', 'types': ['route']}, {'long_name': 'Santiago de Compostela', 'short_name': 'Santiago de Compostela', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15705', 'short_name': '15705', 'types': ['postal_code']}], 'formatted_address': 'Praza do Obradoiro, 1, 15705 Santiago de Compostela, A Coruña, Spain', 'geometry': {'location': {'lat': 42.8814107, 'lng': -8.545923199999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 42.8833092302915, 'lng': -8.544694019708496}, 'southwest': {'lat': 42.8806112697085, 'lng': -8.5473919802915}}}, 'place_id': 'ChIJ__8_lkP-Lg0RVqypPJOmz10', 'plus_code': {'compound_code': 'VFJ3+HJ Santiago de Compostela, Spain', 'global_code': '8CJHVFJ3+HJ'}, 'types': ['street_address']}], 'status': 'OK'}"
Fraîche,153.0,4.5,,"[6, 10]","['Francesa', 'Café', 'Europea', 'Española', 'Mediterránea']","['Opciones vegetarianas', 'Opciones veganas', 'Opciones sin gluten']","Sempre en Galiza, nº 8 Restaurante Fraîche, 15706, Santiago de Compostela España","['2', '6', '18', '23', '104']",8.0,bajo,True,False,True,True,False,False,False,False,False,False,False,True,True,True,2.0,6.0,18.0,23.0,104.0,42.8706518,-8.563472299999999,Rúa de Sempre en Galiza,Santiago de Compostela,15706,"Rúa de Sempre en Galiza, 8, bajo, 15706 Santiago de Compostela, La Coruña, Spain","{'results': [{'address_components': [{'long_name': 'bajo', 'short_name': 'bajo', 'types': ['subpremise']}, {'long_name': '8', 'short_name': '8', 'types': ['street_number']}, {'long_name': 'Rúa de Sempre en Galiza', 'short_name': 'Rúa de Sempre en Galiza', 'types': ['route']}, {'long_name': 'Santiago de Compostela', 'short_name': 'Santiago de Compostela', 'types': ['locality', 'political']}, {'long_name': 'La Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15706', 'short_name': '15706', 'types': ['postal_code']}], 'formatted_address': 'Rúa de Sempre en Galiza, 8, bajo, 15706 Santiago de Compostela, La Coruña, Spain', 'geometry': {'location': {'lat': 42.8706518, 'lng': -8.563472299999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 42.8719844302915, 'lng': -8.5622516697085}, 'southwest': {'lat': 42.8692864697085, 'lng': -8.564949630291505}}}, 'partial_match': True, 'place_id': 'ChIJgyHGsQ3-Lg0RzX27wUEBsVw', 'plus_code': {'compound_code': 'VCCP+7J Santiago de Compostela, Spain', 'global_code': '8CJHVCCP+7J'}, 'types': ['establishment', 'food', 'point_of_interest', 'restaurant', 'store']}], 'status': 'OK'}"
Adega A. Kunka,161.0,4.0,,,"['Bar', 'Española', 'Pub']",,"Rua Estremo 15 Centro del pueblo, calle peatonal., 15949 A Pobra do Caramiñal España","['5', '6', '28', '63', '59']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,6.0,28.0,63.0,59.0,42.6048386,-8.9382418,A Pobra do Caramiñal,A Coruña,15940,"Rúa do Estremo, 15, 15940 A Pobra do Caramiñal, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '15', 'short_name': '15', 'types': ['street_number']}, {'long_name': 'Rúa do Estremo', 'short_name': 'Rúa do Estremo', 'types': ['route']}, {'long_name': 'A Pobra do Caramiñal', 'short_name': 'A Pobra do Caramiñal', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15940', 'short_name': '15940', 'types': ['postal_code']}], 'formatted_address': 'Rúa do Estremo, 15, 15940 A Pobra do Caramiñal, A Coruña, Spain', 'geometry': {'location': {'lat': 42.6048386, 'lng': -8.9382418}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 42.60618803029149, 'lng': -8.936905569708497}, 'southwest': {'lat': 42.60349006970849, 'lng': -8.939603530291501}}}, 'partial_match': True, 'place_id': 'ChIJNzXHqu87Lw0Ry-aXWB9w_20', 'plus_code': {'compound_code': 'J336+WP A Pobra do Caramiñal, Spain', 'global_code': '8CJHJ336+WP'}, 'types': ['street_address']}], 'status': 'OK'}"
Meson O'Grilo,118.0,4.5,,,['Española'],,"C/Rio Morela, s/n, 15360 Cariño España","['6', '5', '6', '32', '69']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6.0,5.0,6.0,32.0,69.0,43.740925,-7.8699718,Galicia,Spain,Spain,"Cariño, A Coruña, Spain","{'results': [{'address_components': [{'long_name': 'Cariño', 'short_name': 'Cariño', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}], 'formatted_address': 'Cariño, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.7491946, 'lng': -7.8621444}, 'southwest': {'lat': 43.7298549, 'lng': -7.8855786}}, 'location': {'lat': 43.740925, 'lng': -7.8699718}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 43.7491946, 'lng': -7.8621444}, 'southwest': {'lat': 43.7298549, 'lng': -7.8855786}}}, 'partial_match': True, 'place_id': 'ChIJO_3LDa32LQ0REfLhqgiaGi4', 'types': ['locality', 'political']}], 'status': 'OK'}"
Taberna Mariñeira O Ribeiro,186.0,4.0,,,"['Española', 'Mediterránea']",,"Calle Antonio Porrúa, 4, 15130 Corcubión España","['5', '11', '25', '75', '70']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,5.0,11.0,25.0,75.0,70.0,42.9452424,-9.1936476,Corcubión,A Coruña,15130,"Rúa Antonio Porrúa, 4, 15130 Corcubión, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '4', 'short_name': '4', 'types': ['street_number']}, {'long_name': 'Rúa Antonio Porrúa', 'short_name': 'Rúa Antonio Porrúa', 'types': ['route']}, {'long_name': 'Corcubión', 'short_name': 'Corcubión', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15130', 'short_name': '15130', 'types': ['postal_code']}], 'formatted_address': 'Rúa Antonio Porrúa, 4, 15130 Corcubión, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 42.94532, 'lng': -9.1935789}, 'southwest': {'lat': 42.9451489, 'lng': -9.1937205}}, 'location': {'lat': 42.9452424, 'lng': -9.1936476}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 42.9465834302915, 'lng': -9.192300719708497}, 'southwest': {'lat': 42.9438854697085, 'lng': -9.194998680291501}}}, 'place_id': 'ChIJLSmciUstKQ0RW0T-VJo29z8', 'types': ['premise']}], 'status': 'OK'}"
Vilavella Restaurante Meson,173.0,4.0,,,"['Española', 'Contemporánea']",,"Paseo Arriba da Ponte 19, 15350 Cedeira España","['10', '6', '15', '53', '89']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,10.0,6.0,15.0,53.0,89.0,43.66189,-8.055299999999999,Cedeira,A Coruña,15350,"Paseo Arriba da Ponte, 19, 15350 Cedeira, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '19', 'short_name': '19', 'types': ['street_number']}, {'long_name': 'Paseo Arriba da Ponte', 'short_name': 'Paseo Arriba da Ponte', 'types': ['route']}, {'long_name': 'Cedeira', 'short_name': 'Cedeira', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15350', 'short_name': '15350', 'types': ['postal_code']}], 'formatted_address': 'Paseo Arriba da Ponte, 19, 15350 Cedeira, A Coruña, Spain', 'geometry': {'location': {'lat': 43.66189, 'lng': -8.055299999999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 43.66319538029149, 'lng': -8.053885119708497}, 'southwest': {'lat': 43.6604974197085, 'lng': -8.056583080291501}}}, 'place_id': 'ChIJAVy_UKjoLQ0RuRdRuRMPXH8', 'plus_code': {'compound_code': 'MW6V+QV Cedeira, Spain', 'global_code': '8CMHMW6V+QV'}, 'types': ['street_address']}], 'status': 'OK'}"
Restaurante Modesto,102.0,4.5,,,"['Española', 'Mediterránea']",,"Aldea Aneiros, 15404 Ferrol España","['3', '0', '11', '18', '70']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0,0.0,11.0,18.0,70.0,43.501079,-8.244294,A Coruña,Galicia,15405,"Aldea Aneiros, 15405 Ferrol, A Coruña, Spain","{'results': [{'address_components': [{'long_name': 'Aldea Aneiros', 'short_name': 'Aldea Aneiros', 'types': ['route']}, {'long_name': 'Ferrol', 'short_name': 'Ferrol', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15405', 'short_name': '15405', 'types': ['postal_code']}], 'formatted_address': 'Aldea Aneiros, 15405 Ferrol, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 43.50345640000002, 'lng': -8.237191200000002}, 'southwest': {'lat': 43.49953939999997, 'lng': -8.252529899999997}}, 'location': {'lat': 43.501079, 'lng': -8.244294}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 43.50345640000002, 'lng': -8.237191200000002}, 'southwest': {'lat': 43.49953939999997, 'lng': -8.252529899999997}}}, 'place_id': 'Ei1BbGRlYSBBbmVpcm9zLCAxNTQwNSBGZXJyb2wsIEEgQ29ydcOxYSwgU3BhaW4iLiosChQKEgnhE25DmNgtDREMK5zDrokvDBIUChIJd9ED1xh2Lg0RW7aoIgdLKJA', 'types': ['route']}], 'status': 'OK'}"
Restaurante La Piccola Italia SCQ,133.0,4.0,,"[5, 30]","['Italiana', 'Pizza', 'Mediterránea', 'Europea', 'Romana', 'Del Lacio', 'Del centro de Italia']","['Opciones vegetarianas', 'Opciones veganas']","Plaza de Fonseca 1, 15706, Santiago de Compostela España","['8', '5', '17', '42', '61']",17.0,bajo,False,True,False,True,False,False,False,False,False,False,False,False,True,True,8.0,5.0,17.0,42.0,61.0,42.8793898,-8.544775399999999,Santiago de Compostela,A Coruña,15704,"Praza de Fonseca, 1, 15704 Santiago de Compostela, A Coruña, Spain","{'results': [{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['street_number']}, {'long_name': 'Praza de Fonseca', 'short_name': 'Praza de Fonseca', 'types': ['route']}, {'long_name': 'Santiago de Compostela', 'short_name': 'Santiago de Compostela', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15704', 'short_name': '15704', 'types': ['postal_code']}], 'formatted_address': 'Praza de Fonseca, 1, 15704 Santiago de Compostela, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 42.8794259, 'lng': -8.5447319}, 'southwest': {'lat': 42.8793667, 'lng': -8.5448082}}, 'location': {'lat': 42.8793898, 'lng': -8.544775399999999}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 42.8805905802915, 'lng': -8.544049419708498}, 'southwest': {'lat': 42.8778926197085, 'lng': -8.546747380291501}}}, 'place_id': 'ChIJtcfxUkH-Lg0RJf88EFc3C-0', 'types': ['premise']}], 'status': 'OK'}"
A Casa Da Tia Elisa,173.0,4.5,,,['Española'],,"Rua Francisco Lorenzo Mariño, 120 Puerto De Aguiño, 15965, Ribeira España","['14', '4', '10', '19', '126']",,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,14.0,4.0,10.0,19.0,126.0,42.5540645,-8.9922481,Galicia,Spain,Spain,"Ribeira, A Coruña, Spain","{'results': [{'address_components': [{'long_name': 'Ribeira', 'short_name': 'Ribeira', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}], 'formatted_address': 'Ribeira, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 42.5644978, 'lng': -8.985458600000001}, 'southwest': {'lat': 42.5480527, 'lng': -8.9998062}}, 'location': {'lat': 42.5540645, 'lng': -8.9922481}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 42.5644978, 'lng': -8.985458600000001}, 'southwest': {'lat': 42.5480527, 'lng': -8.9998062}}}, 'partial_match': True, 'place_id': 'ChIJnRoI91A3Lw0R8FTKc4L1BAQ', 'types': ['locality', 'political']}, {'address_components': [{'long_name': '120', 'short_name': '120', 'types': ['street_number']}, {'long_name': 'Rua Francisco Lorenzo Mariño', 'short_name': 'Rua Francisco Lorenzo Mariño', 'types': ['route']}, {'long_name': 'Ribeira', 'short_name': 'Ribeira', 'types': ['locality', 'political']}, {'long_name': 'A Coruña', 'short_name': 'C', 'types': ['administrative_area_level_2', 'political']}, {'long_name': 'Galicia', 'short_name': 'GA', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'Spain', 'short_name': 'ES', 'types': ['country', 'political']}, {'long_name': '15965', 'short_name': '15965', 'types': ['postal_code']}], 'formatted_address': 'Rua Francisco Lorenzo Mariño, 120, 15965 Ribeira, A Coruña, Spain', 'geometry': {'bounds': {'northeast': {'lat': 42.5230535, 'lng': -9.019126499999999}, 'southwest': {'lat': 42.5224007, 'lng': -9.019716899999999}}, 'location': {'lat': 42.5227986, 'lng': -9.0194078}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': 42.52407608029149, 'lng': -9.018072719708496}, 'southwest': {'lat': 42.52137811970849, 'lng': -9.0207706802915}}}, 'partial_match': True, 'place_id': 'ChIJRxKPW_E3Lw0RDxaZSSDOzJY', 'types': ['premise']}], 'status': 'OK'}"
